rgb_path,video_id,label
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/000.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/009.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/019.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/029.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/039.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/049.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/059.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/069.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/079.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/089.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/099.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/109.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/119.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/129.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/139.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/76/149.jpg,76,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/000.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/009.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/019.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/029.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/039.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/049.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/059.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/069.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/079.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/089.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/099.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/109.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/119.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/129.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/139.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/526/149.jpg,526,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/000.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/010.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/020.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/030.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/040.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/050.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/060.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/070.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/080.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/090.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/100.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/110.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/120.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/130.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/140.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/988/151.jpg,988,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/000.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/010.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/021.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/031.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/042.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/053.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/063.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/074.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/084.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/095.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/106.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/116.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/127.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/137.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/148.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/512/159.jpg,512,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/000.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/010.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/021.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/031.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/042.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/053.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/063.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/074.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/084.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/095.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/106.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/116.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/127.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/137.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/148.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1020/159.jpg,1020,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/000.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/010.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/021.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/031.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/042.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/053.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/063.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/074.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/084.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/095.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/106.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/116.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/127.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/137.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/148.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1826/159.jpg,1826,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/000.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/010.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/020.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/030.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/040.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/050.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/060.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/070.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/080.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/090.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/100.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/110.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/120.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/130.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/140.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/1857/151.jpg,1857,1
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/000.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/010.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/021.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/031.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/042.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/053.jpg,599,0
/mnt/ssd500/hungbnt/liveness_detection/zalo/train/images/599/063.jpg,599,0
